__v,_id,continent_id,cooktime,nutrition_id,preptime,recipe_description,recipe_id,recipe_ingredients,recipe_name,recipe_pic,recipe_steps,servings,tag_id
0,6392108a7cd123131a98c2e0,5,25,26,15,"My Persian neighbor introduced me to kofta about 20 years ago. His were made of beef and I never actually got his recipe but I'm pretty good at replicating flavors and these came pretty close...and of course using turkey instead of beef makes these a lot lighter.",25,"[""1 pound ground turkey\r\n\r\n1 small onion, minced\r\n\r\n2 cloves garlic, minced\r\n\r\n¼ cup chopped fresh cilantro"",""1 egg"",""¼ teaspoon chopped green chile pepper"",""¼ teaspoon ground coriander"",""¼ teaspoon ground paprika"",""¼ teaspoon chili powder"",""salt to taste""]",Turkey Kofta Kabobs,../assets/recipes/image-1670516874268.webp,"[""Preheat grill for medium heat and lightly oil the grate."",""Combine ground turkey, onion, garlic, cilantro, egg, chile pepper, coriander, paprika, chili powder, and salt together in a large bowl; mix thoroughly."",""Divide turkey mixture into twelve 1/4-cup portions, roll into log-shaped ovals, and place on a baking sheet."",""Grill ovals over indirect heat on middle rack, turning occasionally, until no longer pink in the center, 25 to 30 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).""]",12,"[1,2,3,4]"
0,639211607cd123131a98c2e7,5,40,27,10,Awesome Lebanese sandwich served in most Lebanese restaurants. Can be served with Tahini sauce or Toum.,26,"[""½ cup malt vinegar"",""¼ cup plain yogurt"",""1 tablespoon vegetable oil"",""salt and pepper to taste"",""1 teaspoon mixed spice"",""¼ teaspoon freshly ground cardamom"",""8 skinless, boneless chicken thighs"",""½ cup tahini"",""¼ cup plain yogurt"",""½ teaspoon minced garlic"",""2 tablespoons lemon juice"",""1 tablespoon olive oil"",""1 tablespoon chopped fresh parsley"",""salt and pepper to taste"",""4 medium tomatoes, thinly sliced"",""½ cup sliced onion"",""4 cups shredded lettuce"",""8 pita bread rounds""]",Chicken Shawarma,../assets/recipes/image-1670517088206.webp,"[""In a glass baking dish, mix together the malt vinegar, 1/4 cup yogurt, vegetable oil, mixed spice, cardamom, salt and pepper. Place the chicken thighs into the mixture and turn to coat. Cover and marinate in the refrigerator for at least 4 hours or overnight."",""Preheat the oven to 350 degrees F (175 degrees C). In a small bowl, mix together the tahini, 1/4 cup yogurt, garlic, lemon juice, olive oil, and parsley. Season with salt and pepper, taste, and adjust flavors if desired. Cover and refrigerate."",""Cover the chicken and bake in the marinade for 30 minutes, turning once. Uncover, and cook for an additional 5 to 10 minutes, or until chicken is browned and cooked through. Remove from the dish, and cut into slices."",""Place sliced chicken, tomato, onion, and lettuce onto pita breads. Roll up, and top with the tahini sauce.""]",8,"[1,2,3,4]"
0,6392123f7cd123131a98c2f0,4,60,28,15,"Delicious Spanish flan — it's easy to make and everyone will love it!",27,"[""1 cup white sugar"",""3 large eggs"",""1 (14 ounce) can sweetened condensed milk"",""1 (12 fluid ounce) can evaporated milk"",""1 tablespoon vanilla extract""]",Spanish Flan,../assets/recipes/image-1670517311728.webp,"[""Preheat the oven to 350 degrees F (175 degrees C)."",""Melt sugar in a medium saucepan over medium-low heat until liquefied and golden in color. Carefully pour hot syrup into a 9-inch round glass baking dish, turning the dish to evenly coat the bottom and sides; set aside."",""Beat eggs in a large bowl. Add condensed milk, evaporated milk, and vanilla; beat until smooth. Pour egg mixture into the baking dish; cover with aluminum foil."",""Bake in preheated oven for 1 hour. Let cool completely."",""To serve, carefully invert onto a rimmed serving plate; let caramel sauce flow over flan.""]",8,"[1,2,3,4]"
0,639212ed7cd123131a98c2f7,4,15,29,15,"When you need a crowd-pleasing cocktail, sangria is the obvious choice. A pitcher of sangria is the perfect summer drink to sip on at your backyard barbecue or party. So, let us introduce you to the best sangria recipe on the internet. It's easy to make and, even better, it's irresistibly delicious.",28,"[""1 (750 milliliter) bottle dry red wine"",""½ cup brandy"",""½ cup triple sec"",""⅓ cup frozen lemonade concentrate"",""⅓ cup orange juice"",""¼ cup lemon juice"",""1 medium orange, sliced into rounds"",""1 medium lemon, sliced into rounds"",""1 medium lime, sliced into rounds"",""8 maraschino cherries""]",Sangria! Sangria!,../assets/recipes/image-1670517485824.webp,"[""Mix together red wine, brandy, triple sec, lemonade concentrate, orange juice, lemon juice, and sugar in a bowl. Add orange, lemon, and lime slices and maraschino cherries."",""Serve immediately over ice, or refrigerate 8 hours to overnight for best flavor."",""For a fizzy sangria, add club soda just before serving.""]",6,"[1,2,3,4]"
0,639213aa7cd123131a98c2fe,4,5,30,5,"Chocolate ganache is a mixture of cream and chocolate that has lots of uses with homemade baked goods. Perfect for cakes, truffles, and pastries, this deliciously rich topping can be used as a filling, frosting, or glaze.",29,"[""9 ounces bittersweet chocolate, roughly chopped"",""1 cup heavy cream"",""1 tablespoon dark rum (Optional)""]",Chocolate Ganache,../assets/recipes/image-1670517674555.webp,"[""Place chocolate in a medium mixing bowl."",""Heat cream in a small saucepan over medium heat. Bring just to a boil, watching very carefully because if it boils for even a few seconds, it will boil out of the pot...As soon as the cream comes to a boil, pour it over the chocolate in the mixing bowl. Whisk until chocolate has melted and mixture is smooth, then stir in rum."",""To use ganache as a cake glaze, cool slightly, 5 to 10 minutes. Start pouring glaze at the center of the cake and work outward."",""For a fluffy frosting or chocolate filling, allow it to cool until thick (up to 1 hour in the refrigerator), and then whip until light and fluffy. Apply it with a spatula like a conventional frosting.""]",16,"[1,2,3,4]"
0,639214c67cd123131a98c30d,8,25,32,15,"How do you explain what a scone is?
a small, light, biscuitlike quick bread made of oatmeal, wheat flour, barley meal, or the like.
",30,"[""2 cups self-raising flour"",""2 tbs cream"",""1 cup milk""]",Savoury Scones,../assets/recipes/image-1670517958096.jpg,"[""Mix the extra ingredients together in a bowl and stir the sifted flour into the mixture."",""Add cream and milk, and mix well with a knife."",""If the dough is too stiff add more milk, if it is too sticky add self-raising flour."",""Turn dough onto a floured surface."",""Knead a little until the texture is smooth."",""Cut into rounds, place on a floured baking tray and brush with milk."",""Bake at 180C until golden.""]",6,"[1,2,3,4]"
0,6392159f7cd123131a98c314,8,12,33,32,"Don't let summer go by without making this barbecued prawn cocktail. This retro recipe is back and better than ever. Wallpaper printed by Pickawall.",31,"[""1 tbs each whole egg mayonnaise, tomato sauce & pure (thin) cream"",""2 tsp Worcestershire sauce"",""1 tsp Tabasco sauce"",""2 (460g) large avocados, peeled, halved\r\n1 cup coriander leaves"",""\r\n1/4 cup (60ml) lime juice"",""12 large green prawns, peeled, tails intact\r\n1 tsp smoked paprika"",""1 tbs extra virgin olive oil"",""1 baby cos lettuce, trimmed, leaves separated"",""1/4 cup small (cocktail) pickled onions, halved"",""1/2 bunch chives, chopped""]",Barbecued prawn cocktail,../assets/recipes/image-1670518175766.jpg,"[""Place the mayonnaise, tomato sauce, cream, Worcestershire sauce and half the Tabasco in a bowl, season with salt and pepper and whisk until smooth. Set aside."",""Place the avocado, coriander and lime juice in the bowl of a small food processor, season with salt and whiz until smooth. Transfer to a piping bag and refrigerate until needed."",""Preheat a barbecue grill or chargrill pan over high heat. Place prawns in a bowl with paprika, oil and the remaining Tabasco. Season with salt and pepper and mix to coat. Grill the prawns for 2-3 minutes on each side until just cooked through."",""To serve, pipe the avocado puree into 4 glasses, layer with the lettuce, prawns and cocktail onions. Drizzle over cocktail sauce and sprinkle with chives to serve.""]",12,"[1,2,3,4]"
0,639216c87cd123131a98c31b,8,210,34,25,This old-fashioned beef stew has a sweet and savoury flavour thanks to the addition of fruit chutney. Generations of cooks have been using Rosella Fruit Chutney to make this classic Australian beef stew recipe.,32,"[""2 tbsp plain flour"",""Salt and pepper"",""1.5 kg beef chuck steak, trimmed, cut into 5cm cubes"",""3 tbsp olive oil"",""1 large onion, sliced"",""2 cloves garlic, crushed"",""1 tbsp fresh thyme leaves"",""2 tbsp tomato paste"",""½ cup (125ml) dry red wine"",""¾ cup (185ml) beef stock"",""1 bunch baby carrots, washed and trimmed"",""2 stalks celery, sliced on diagonal into 2cm pieces"",""1 x 250g jar Rosella Fruit Chutney"",""⅓ cup chopped parsley"",""Creamy mash potato and steamed green beans, to serve""]",Slow Cooker Beef Stew with Fruit Chutney,../assets/recipes/image-1670518472445.jpg,"[""Season flour with salt and pepper and coat the beef cubes"",""Preheat a large frying pan on medium-high heat. Add 2 tbsp oil and brown the beef on all sides, in batches. Transfer to slow cooker"",""In the same pan, heat remaining oil. Add onion, garlic and thyme. Cook, stirring often, over medium heat for 3-4 minutes until onion is tender. Stir in tomato paste. Add red wine. Bring to the boil\r\nTransfer onion mixture to the bowl of slow cooker. Add stock, carrots, celery and chutney"",""Cover and cook on HIGH for 4-6 hours, or LOW for 7-8 hours. Top with chopped parsley. Serve with mashed potato and beans""]",4,"[1,2,3,4]"
0,6392cbe2334e92003e3ca8ec,2,150,35,60,"SEPTEMBER 12, 2017 BY DELPHINE FORTIN 4 COMMENTS

RASPBERRY ROSEWATER CUPCAKES
JUMP TO RECIPE·PRINT RECIPE  ·EN FRANÇAIS
Delicate and flavorful, these raspberry rosewater cupcakes make a lovely treat for an afternoon tea.

Raspberry Rosewater Cupcakes
I love the delicate floral perfume of rosewater. Used in baking, it gives a slightly oriental touch to your cakes, which always surprises at first as we do not use it so often. This is why the use of rosewater always makes its little effect when you really want to surprise your guest taste buds. One of the recipe I’m the most proud of this year is my Ispahan Style Pavlova with Rosewater and Raspberry. This dessert is very surprising in taste and texture and looks absolutely adorable. To me it’s the perfect sweet treat for a special date.",33,"[""Baking spray"",""2 3/4 cups cake flour"",""1 1/2 teaspoons baking powder"",""1/2 teaspoon salt"",""1 3/4 cups sugar"",""8 ounces (2 sticks) unsalted butter, at roomtemperature"",""4 large eggs"",""2 tablespoons rosewater"",""1 1/2 cups mil"",""8 ounces fresh raspberries""]",Raspberry Rosewater Cupcakes,../assets/recipes/image-1670564834461.webp,"[""For the Cupcakes: Adjust oven racks to upper middle and lower middle positions and preheat oven to 350°F. Coat two 12-cup muffin tins with baking spray and line with cupcake liners."",""Whisk flour, baking powder, and salt in medium bowl; set aside. With mixer fitted with paddle attachment, beat sugar and butter on medium-high speed until light and fluffy, 2 to 3 minutes. Add eggs, one at a time, beating well after each addition. Add rosewater and beat just to combine."",""Reduce speed to low and add flour mixture in 3 batches, alternating with milk. Mix just until combined, scraping sides and bottom of bowl with rubber spatula as needed. Fold in raspberries with rubber spatula.""]",24,"[1,2,3,4]"
0,6392cec46dc5dd84a21b8af1,6,20,36,40,"Veg Manchurian is a tasty Indo Chinese dish of fried veggie balls in a spicy, sweet and tangy sauce. There are 2 popular variations of making veg manchurian.",34,"[""½ cup grated carrot"",""½ cup finely chopped cabbage (purple or green)"",""¼ cup finely chopped green bell pepper (capsicum)"",""¼ cup finely chopped spring onions (scallions)"",""½ teaspoon freshly crushed black pepper or black pepper powder or white pepper powder"",""2 tablespoons all purpose flour"",""2 tablespoons cornflour (corn starch)"",""½ teaspoon salt or add as per taste"",""oil as required, for shallow or deep frying – sunflower oil or any neutral tasting oil""]",Manchurian Recipe,../assets/recipes/image-1670565569860.webp,"[""Take the finely chopped or grated veggies in a bowl. "",""Then add the dry ingredients – corn starch, all-purpose flour (maida), black pepper and salt."",""Mix and gather the whole mixture together. Then kind of mix and knead so that the veggies leave water and you get a dough-like mixture. But do not knead like that a bread or roti dough. Gluten strands can form that will give a dense chewy texture in the fried veggie balls. So just mix very well and press so that the veggies release their juices. "",""Then take a small portion of the mixture in your hands."",""Press and roll it in your palm and make a round veggie ball. You can spread some oil on your palms while making the vegetable balls."",""Make all veggie balls this way and keep aside.""]",3,"[1,2,3,4]"
0,6392d2c3e6ac2735689df3df,1,30,37,30,"Harissa is a North African pepper paste. It can be found in specialty grocers or ordered online. Heat level can vary depending on brand, so adjust the amount you use in the recipe according to the heat of the paste and your personal tolerance level. Use vegetable broth or carrot juice in place of chicken stock for a 100% vegan version.",35,"[""8 tablespoons extra-virgin olive oil, divided"",""1 medium leek, white and pale green parts only, finely sliced (about 1/2 cup)"",""1 small onion, chopped (about 1 cup)"",""2 cloves garlic, thinly sliced (about 2 teaspoons)"",""1 (2-inch) knob of ginger, peeled and finely chopped"",""1 teaspoon ground cumin seeds"",""1/2 teaspoon ground coriander"",""1 to 2 tablespoons harissa paste (see notes)"",""2 1/2 pounds carrots, peeled and roughly chopped"",""1 1/2 quarts low-sodium homemade or store-bought vegetable or chicken broth (see notes)"",""Kosher salt"",""1/4 cup pine nuts"",""2 tablespoons chopped fresh parsley leaves"",""1 tablespoon zest and 2 tablespoons juice from 1 lemon"",""""]",Spicy Carrot and Ginger,../assets/recipes/image-1670566594707.webp,"[""Heat 2 tablespoons olive oil in a large saucepan over medium heat until shimmering. Add leeks, onions, garlic, and ginger, and cook, stirring frequently, until vegetables are softened but not browned, about 5 minutes. Add cumin, coriander, and harissa paste and cook, stirring constantly, until fragrant, about 1 minute. Add carrots and stir to coat in spice mixture. Add broth (see note), season with a pinch of salt, bring to a boil, reduce to a bare simmer and cook, stirring occasionally, until carrots are completely tender, about 20 minutes."",""Meanwhile, heat 2 tablespoons olive oil in a small skillet over medium heat until shimmering. Add pine nuts, reduce heat to low, and cook, tossing and stirring constantly, until fragrant and nutty brown, about 10 minute. Transfer to a bowl. Let cool for a few moments, then stir in parsley, lemon zest, and a pinch of salt."",""When carrots are tender, transfer half of soup to a blender. Start blender on lowest speed and slowly increase speed to high. With blender running, slowly drizzle in remaining 2 tablespoons extra-virgin olive oil. Transfer soup to a clean pot, pressing it through a fine mesh strainer or chinois if desired. Repeat with remaining soup and 2 more tablespoons olive oil. When all the soup is puréed, season to taste with salt and whisk in lemon juice."",""Serve soup immediately, topped with pine nut and parsley mixture.""]",6,"[1,2,3,4]"
0,6392dcd37a06549d04d57c99,3,60,40,60,"Finely chopped chocolate (both semisweet and bittersweet) may be replaced with chocolate chips.
You may have some leftover dulce de leche—refrigerate it in an airtight container or zipper-lock back and reserve for another use.
Even though the cookies are refrigerated to set the chocolate, they should be served at room temperature.",36,"[""1 tablespoon brandy or cognac"",""2 teaspoons instant coffee"",""3/4 teaspoon almond extract"",""1/2 teaspoon vanilla extract"",""6 ounces (12 tablespoons) unsalted butter, softened"",""2/3 cup sugar"",""1/2 cup confectioners' sugar"",""1/2 teaspoon finely grated orange zest"",""2 large eggs, at room temperature"",""4 teaspoons honey"",""1 cup all-purpose flour, plus additional for shaping dough"",""1 cup cake flour"",""2 tablespoons cocoa powder"",""1 teaspoon baking powder"",""1/4 teaspoon salt"",""2 (13.4-ounce) cans dulce de leche"",""12 ounces semisweet chocolate, finely chopped (see notes)"",""4 ounces bittersweet chocolate (60% cacao), finely chopped (see notes)"",""2 tablespoons vegetable shortening""]",Alfajores de Chocolate,../assets/recipes/image-1670569171352.webp,"[""For the Cookies: In small bowl, combine brandy, coffee, almond extract, and vanilla. Set aside."",""Beat butter, sugar, confectioners’ sugar, and orange zest on medium speed until light and fluffy, about 2 minutes. Add eggs, one at a time, beating well after each addition. Add honey and coffee mixture and beat just until combined, scraping sides and bottom of bowl with rubber spatula as needed."",""Sift flour, cake flour, cocoa powder, baking powder, and salt over butter mixture and combine with rubber spatula until dough comes together. Press plastic wrap directly onto dough and refrigerate for 30 minutes."",""Adjust oven rack to middle position and preheat oven to 350°F. Line 2 rimmed baking sheets with parchment paper."",""Once chilled, lightly coat fingers with flour and scoop 1-tablespoon portions of dough onto prepared baking sheets and pat down to about 2 1/2 inches in diameter (thickness will be about 1/4 inch)."",""Bake cookies—one sheet at a time—until cookies are set and appear dry on the surface, 7 to 9 minutes. Transfer sheets to cooling rack and cool cookies until cool enough to handle, about 5 minutes. Transfer cookies directly to cooling rack and cool completely, about 15 minutes."",""For the Filling: Once cooled, spread half the cookies with 1 heaping tablespoon dulce de leche. Cover with remaining cookies."",""For the Coating: Melt semisweet and bittersweet chocolate and shortening in large metal bowl set over pot of simmering water (bottom of bowl should not make contact with surface of water). Stir with rubber spatula until chocolate is smooth and melted. Alternatively, combine chocolate and shortening in large bowl and microwave 1 to 2 minutes until mixture is smooth, stopping microwave every 20 seconds to stir."",""Line 2 baking sheets with parchment paper."",""Carefully drop one sandwich cookie into the melted chocolate. With soup spoons, gently turn cookie to coat. Transfer cookie to prepared baking sheet and repeat with remaining cookies."",""Transfer cookies to refrigerator and chill until set, 15 to 30 minutes.""]",6,"[1,2,3,4]"
0,6392df1733229f008a4b4aff,4,150,42,45,"Bigos, or traditional Polish Hunter's Stew, is one of those homey recipes that changes from home to home. In fact, in From A Polish Country House Kitchen, Anne Applebaum and Danielle Crittenden describe the stew as Poland's version of chili—long stewed meat with a suggestion of vegetable served with thick rustic bread. Their take blends pork, venison, beef, veal, and sausage with cabbage, sauerkraut, and mushrooms for a no-nonsense, take-no-prisoners, hearty meal for the meatiest of meat lovers. In other words, it's an awesome addition to your late winter repertoire.",37,"[""1 3/4 pounds (800g) sauerkraut"",""4 strips bacon or, even better, 4 thin slices Canadian bacon, diced"",""1 small head green cabbage, thinly sliced"",""Small handful of dried wild mushrooms (any kind)"",""1/2 pound (225g) boneless venison, leg, or a stewing cut (not the loin), cut into 1-inch (2.5-cm) pieces"",""1/2 pound (225g) boneless stew beef, such as chuck, cut into 1-inch (2.5-cm) pieces"",""1/2 pound (225g) pork or veal shoulder, cut into 1-inch (2.5-cm) pieces"",""1/4 cup (30g) all-purpose flour"",""3 tablespoons vegetable oil or lard"",""1 medium onion, peeled and chopped"",""1 cup (240ml) dry red wine"",""1/2 pound (225g) smoked kielbasa or another spicy hard sausage, thickly sliced"",""1 cup (225g) pitted prunes, quartered"",""Salt and freshly ground pepper"",""Bread for serving, preferably rustic and dark, such as a Russian loaf""]",Bigos,../assets/recipes/image-1670569751405.webp,"[""Drain the sauerkraut, place it in a medium saucepan, and add 2 cups (480 ml) water and bacon pieces. Cover and boil over medium heat for 20 minutes or longer, until the sauerkraut is very tender and the bacon is cooked."",""Meanwhile, put the fresh cabbage and dried mushrooms in a separate large saucepan, cover with water, and bring to a boil. Continue boiling until the cabbage is tender, 20 to 30 minutes. Drain and set aside."",""Rinse all the meat and pat dry. Put the flour in a shallow bowl and toss the meat to coat."",""Heat 1 tbsp of the vegetable oil over medium heat in a stew pot large enough to hold all the meat and vegetables. Cook the onion until softened, remove with a slotted spoon, and set aside. Add the remaining 2 tbsp oil to the pot and lightly brown the meat, in batches, over medium heat, 2 to 3 minutes per side, transferring the meat to a plate when it’s done."",""When all the meat has been browned, raise the heat to high, pour in the wine, and boil briefly, scraping up the browned bits on the bottom of the pot with a wooden spoon. Return the meat and all its resting juices back to the pot, and add the onion, kielbasa, prunes, cabbage, and the sauerkraut and bacon mixture, along with its cooking water. Salt generously, add several grinds of pepper, and bring to a boil."",""Turn down the heat, cover the pot with the lid slightly askew, and simmer on very low heat for a good 2 to 3 hours, until the meat falls apart and the broth is rich and brown. Stir the stew occasionally, and ensure that the liquid isn’t evaporating too quickly (add a small amount of water when necessary). Some like a watery bigos, but we find the tastiest outcome is for the sauerkraut, cabbage, and meat all to be practically melted together, with enough sauce to keep everything moist, but not so much that any of the ingredients float, as in a more traditional stew."",""Serve in a large casserole with a big spoon and thick slices of dark peasant bread. You’ll of course need utensils, but the fun of it is to shovel the bigos and its juices on to the bread. Bigos lasts forever, and gets better with time. One of Anne’s friends routinely makes this on Wednesday to serve on Saturday night, and swears that it improves every day.""]",8,"[1,2,3,4]"
